"ID";"FarmTypes";"Regions";"Periods";"UtilisedAgriculturalAreaUAA_3";"UtilisedAgriculturalAreaUAA_6";"ArableLandTotal_8";"Cereals_14";"ArableLandTotal_21";"Cereals_27";"HorticultureInTheOpenTotal_34";"HorticultureInTheOpenTotal_40";"HorticultureUnderGlassTotal_46";"HorticultureUnderGlassTotal_51";"GrasslandAndForagePlantsTotal_72";"GrasslandAndForagePlantsTotal_78";"CattleTotal_84";"Sheep_95";"GrazingLivestockTotal_102";"HousedAnimalsTotal_135"
"16735";"A009510";"PV27  ";"2007JJ00";"   45645";"      35";"   26900";"   13686";"      14";"      10";"    1235";"       4";"     500";"       1";"   17505";"      32";"      31";"     734";"      11";"      42"
"16736";"A009510";"PV27  ";"2008JJ00";"   52730";"      40";"   33035";"   20355";"      12";"      12";"    1345";"       4";"       0";"       0";"   18350";"      35";"     107";"     171";"      14";"      44"
"16737";"A009510";"PV27  ";"2009JJ00";"   46557";"      34";"   24332";"   12628";"       9";"       7";"    1758";"       4";"     500";"       1";"   20462";"      32";"      70";"     329";"      13";"      39"
"16738";"A009510";"PV27  ";"2010JJ00";"   52595";"      34";"   30775";"   18015";"       8";"       8";"    1633";"       4";"       0";"       0";"   20187";"      30";"      71";"     379";"      13";"      40"
"16739";"A009510";"PV27  ";"2011JJ00";"   42218";"      30";"   19006";"   11322";"       8";"       8";"    1724";"       5";"       0";"       0";"   21488";"      28";"      75";"     487";"      11";"      34"
"16740";"A009510";"PV27  ";"2012JJ00";"   23767";"      21";"    5734";"    3937";"       3";"       3";"     757";"       2";"       0";"       0";"   17276";"      21";"      59";"     359";"       9";"      25"
"16741";"A009510";"PV27  ";"2013JJ00";"   47662";"      26";"   29146";"   15068";"       9";"       8";"    2119";"       4";"       0";"       0";"   16397";"      23";"      45";"     401";"       8";"      32"
"16742";"A009510";"PV27  ";"2014JJ00";"   44847";"      26";"   27838";"   12118";"       9";"       9";"    1968";"       3";"       0";"       0";"   15041";"      22";"      41";"     377";"       9";"      33"
"16743";"A009510";"PV27  ";"2015JJ00";"   62347";"      27";"   39940";"   19172";"      10";"       9";"    2471";"       4";"       0";"       0";"   19936";"      24";"      46";"     327";"      10";"      34"
"16744";"A009510";"PV27  ";"2016JJ00";"   54113";"      25";"   29988";"   11541";"       9";"       9";"    1833";"       4";"       0";"       0";"   22292";"      22";"      44";"     207";"       8";"      31"
"16745";"A009510";"PV27  ";"2017JJ00";"   54603";"      23";"   31224";"   12241";"       8";"       8";"     781";"       2";"       0";"       0";"   22598";"      20";"      31";"     358";"       7";"      29"
"16746";"A009510";"PV27  ";"2018JJ00";"   60830";"      24";"   34791";"   13028";"       9";"       9";"     819";"       2";"       0";"       0";"   25220";"      21";"     171";"     659";"       8";"      29"
"16747";"A009510";"PV27  ";"2019JJ00";"   57225";"      25";"   33456";"    9429";"      11";"      11";"     956";"       2";"       0";"       0";"   22813";"      20";"     130";"     453";"       7";"      28"
"16748";"A009510";"PV27  ";"2020JJ00";"   65185";"      22";"   39405";"   10377";"       9";"       8";"    2608";"       2";"       0";"       0";"   23172";"      19";"     130";"     790";"       8";"      27"
"16749";"A009510";"PV27  ";"2021JJ00";"   38563";"      19";"   28749";"    8702";"       7";"       7";"     393";"       1";"       0";"       0";"    9421";"      17";"       2";"     438";"       7";"      25"
"16750";"A009510";"PV27  ";"2022JJ00";"   34856";"      19";"   25519";"    8982";"       7";"       6";"     605";"       2";"       0";"       0";"    8732";"      17";"       3";"     208";"       4";"      25"
"16751";"A009510";"PV27  ";"2023JJ00";"   35345";"      19";"   24560";"    6505";"       7";"       5";"    1199";"       2";"       0";"       0";"    9586";"      17";"       4";"     255";"       6";"      25"
"16752";"A009510";"PV28  ";"2000JJ00";"   99250";"     125";"   35285";"   12989";"      15";"      10";"     550";"       1";"    2500";"       1";"   63390";"     117";"     498";"    2432";"      78";"     149"
"16753";"A009510";"PV28  ";"2001JJ00";"  113358";"     120";"   44516";"   18177";"      16";"      13";"    1420";"       2";"    2500";"       1";"   67397";"     113";"     591";"    2353";"      71";"     140"
"16754";"A009510";"PV28  ";"2002JJ00";"  102732";"     115";"   43676";"   19426";"      16";"      13";"     846";"       4";"    2500";"       1";"   58185";"     107";"     570";"    2357";"      71";"     132"
"16755";"A009510";"PV28  ";"2003JJ00";"   84331";"     101";"   36033";"   15055";"      12";"      10";"     675";"       1";"    2500";"       1";"   47598";"      95";"     568";"    2032";"      61";"     113"
"16756";"A009510";"PV28  ";"2004JJ00";"   71028";"      86";"   28701";"    9212";"       7";"       7";"       0";"       0";"       0";"       0";"   42327";"      81";"     371";"    1770";"      48";"      98"
"16757";"A009510";"PV28  ";"2005JJ00";"   86491";"      89";"   33900";"   12675";"      11";"      11";"       0";"       0";"       0";"       0";"   52591";"      84";"     458";"    1890";"      55";"     103"
"16758";"A009510";"PV28  ";"2006JJ00";"   98047";"      84";"   32560";"    5896";"       8";"       8";"       0";"       0";"       0";"       0";"   65487";"      83";"     455";"    2250";"      54";"      99"
"16759";"A009510";"PV28  ";"2007JJ00";"   90307";"      78";"   34849";"   10917";"       8";"       8";"       0";"       0";"    2500";"       1";"   55433";"      74";"     454";"    2243";"      53";"     101"
"16760";"A009510";"PV28  ";"2008JJ00";"   78316";"      75";"   26196";"   12782";"       8";"       8";"     457";"       1";"       0";"       0";"   51663";"      72";"     381";"    1832";"      45";"      92"
"16761";"A009510";"PV28  ";"2009JJ00";"   61408";"      63";"   17020";"    9919";"       8";"       8";"    2618";"       1";"       0";"       0";"   41770";"      61";"     371";"    1838";"      42";"      81"
"16762";"A009510";"PV28  ";"2010JJ00";"   60015";"      64";"   15768";"    8419";"       5";"       5";"      42";"       2";"       0";"       0";"   44205";"      63";"     369";"    2450";"      43";"      80"
"16763";"A009510";"PV28  ";"2011JJ00";"   53328";"      62";"   14207";"    7871";"       6";"       6";"    1771";"       2";"       0";"       0";"   37350";"      61";"     232";"    1848";"      39";"      79"
"16764";"A009510";"PV28  ";"2012JJ00";"   71225";"      57";"   32051";"   20373";"       8";"       8";"    4883";"       4";"       0";"       0";"   34291";"      54";"     205";"    1557";"      28";"      74"
"16765";"A009510";"PV28  ";"2013JJ00";"   84796";"      55";"   38240";"   18349";"       9";"       9";"    3928";"       5";"       0";"       0";"   42628";"      53";"     233";"    1441";"      28";"      71"
"16766";"A009510";"PV28  ";"2014JJ00";"   62506";"      51";"   33738";"   11593";"       7";"       7";"    2379";"       3";"       0";"       0";"   26389";"      49";"     243";"     926";"      23";"      66"
"16767";"A009510";"PV28  ";"2015JJ00";"   49208";"      46";"   21495";"    9357";"       6";"       6";"    2942";"       3";"       0";"       0";"   24771";"      45";"     259";"    1177";"      26";"      59"
"16768";"A009510";"PV28  ";"2016JJ00";"   46634";"      40";"   22619";"    8876";"       6";"       6";"    2880";"       2";"       0";"       0";"   21135";"      38";"     249";"     767";"      21";"      59"
"16769";"A009510";"PV28  ";"2017JJ00";"   47456";"      42";"   22565";"    9335";"       7";"       6";"    3503";"       3";"       0";"       0";"   21388";"      38";"     252";"     843";"      20";"      56"
"16770";"A009510";"PV28  ";"2018JJ00";"   50048";"      42";"   21680";"    6751";"       7";"       6";"    2893";"       2";"       0";"       0";"   25475";"      39";"     252";"     795";"      21";"      57"
"16771";"A009510";"PV28  ";"2019JJ00";"   47904";"      35";"   22066";"    9219";"       7";"       6";"    3045";"       3";"       0";"       0";"   22793";"      31";"     110";"    1071";"      19";"      47"
"16772";"A009510";"PV28  ";"2020JJ00";"   29930";"      27";"    6618";"    5451";"       5";"       4";"    2988";"       2";"       0";"       0";"   20324";"      25";"     247";"     721";"      12";"      36"
"16773";"A009510";"PV28  ";"2021JJ00";"   29362";"      28";"    5903";"    3813";"       5";"       3";"    2869";"       2";"       0";"       0";"   20590";"      26";"     286";"     775";"      16";"      35"
"16774";"A009510";"PV28  ";"2022JJ00";"   28772";"      26";"    6467";"    4754";"       5";"       4";"    2644";"       2";"       0";"       0";"   19661";"      24";"     303";"     978";"      11";"      32"
"16775";"A009510";"PV28  ";"2023JJ00";"   28014";"      23";"    7950";"    5352";"       6";"       5";"    2619";"       2";"       0";"       0";"   17445";"      22";"     254";"     984";"      13";"      29"
"16776";"A009510";"PV29  ";"2000JJ00";"  144694";"      73";"  127442";"   52475";"      56";"      44";"    1022";"       8";"       0";"       0";"   16230";"      49";"     184";"    1430";"      26";"      86"
"16777";"A009510";"PV29  ";"2001JJ00";"  115245";"      62";"  100854";"   41528";"      43";"      37";"     867";"       4";"       0";"       0";"   13524";"      41";"     188";"     347";"      21";"      73"
"16778";"A009510";"PV29  ";"2002JJ00";"  134935";"      60";"  117543";"   50474";"      39";"      35";"     999";"       4";"       0";"       0";"   16393";"      43";"      70";"     993";"      18";"      70"
"16779";"A009510";"PV29  ";"2003JJ00";"  128414";"      59";"  109596";"   43581";"      34";"      33";"     583";"       1";"       0";"       0";"   18235";"      43";"      69";"     644";"      15";"      70"
"16780";"A009510";"PV29  ";"2004JJ00";"  104208";"      49";"   91090";"   32565";"      25";"      22";"     500";"       1";"       0";"       0";"   12618";"      36";"      42";"     384";"      13";"      60"
"16781";"A009510";"PV29  ";"2005JJ00";"  113081";"      59";"   93259";"   42729";"      32";"      30";"     568";"       1";"       0";"       0";"   19254";"      47";"      64";"    1039";"      15";"      69"
"16782";"A009510";"PV29  ";"2006JJ00";"  113671";"      54";"   93558";"   45183";"      36";"      34";"     568";"       1";"       0";"       0";"   19545";"      41";"      65";"     928";"      20";"      67"
"16783";"A009510";"PV29  ";"2007JJ00";"  117851";"      50";"   95276";"   49071";"      36";"      31";"     568";"       1";"       0";"       0";"   22007";"      35";"     198";"    1251";"      22";"      67"
"16784";"A009510";"PV29  ";"2008JJ00";"  109880";"      46";"   98783";"   60184";"      32";"      30";"     935";"       1";"       0";"       0";"   10162";"      33";"      69";"     254";"      17";"      58"
"16785";"A009510";"PV29  ";"2009JJ00";"   85287";"      41";"   74750";"   48819";"      28";"      27";"    1003";"       1";"       0";"       0";"    9534";"      33";"      68";"     119";"      20";"      55"
"16786";"A009510";"PV29  ";"2010JJ00";"  106013";"      40";"   86532";"   53355";"      29";"      24";"       0";"       0";"       0";"       0";"   19481";"      32";"      76";"     985";"      16";"      55"
"16787";"A009510";"PV29  ";"2011JJ00";"  100055";"      37";"   81547";"   47121";"      27";"      25";"     224";"       2";"       0";"       0";"   18284";"      30";"      57";"      78";"      14";"      51"
"16788";"A009510";"PV29  ";"2012JJ00";"   92275";"      34";"   70219";"   41789";"      22";"      20";"      61";"       1";"       0";"       0";"   21995";"      29";"      64";"      53";"      11";"      45"
"16789";"A009510";"PV29  ";"2013JJ00";"   84248";"      35";"   65531";"   38807";"      22";"      19";"    1066";"       2";"       0";"       0";"   17651";"      31";"     126";"      24";"      13";"      46"
"16790";"A009510";"PV29  ";"2014JJ00";"  110009";"      40";"   90211";"   35945";"      29";"      24";"    2509";"       3";"       0";"       0";"   17289";"      31";"      89";"      40";"      11";"      50"
"16791";"A009510";"PV29  ";"2015JJ00";"  116853";"      35";"   97438";"   44939";"      25";"      23";"       0";"       0";"       0";"       0";"   19415";"      32";"     114";"      45";"      12";"      49"
"16792";"A009510";"PV29  ";"2016JJ00";"   87871";"      36";"   66297";"   32872";"      23";"      18";"    1167";"       2";"       0";"       0";"   20407";"      30";"     134";"      37";"      14";"      48"
"16793";"A009510";"PV29  ";"2017JJ00";"   88091";"      32";"   65718";"   28459";"      19";"      15";"     970";"       1";"       0";"       0";"   21403";"      28";"     110";"      30";"      10";"      48"
"16794";"A009510";"PV29  ";"2018JJ00";"   90586";"      34";"   69877";"   29410";"      19";"      15";"    1687";"       2";"       0";"       0";"   19022";"      30";"     115";"      67";"      10";"      49"
"16795";"A009510";"PV29  ";"2019JJ00";"   96121";"      32";"   77342";"   31851";"      19";"      19";"     509";"       2";"       0";"       0";"   18270";"      29";"      96";"      70";"       7";"      48"
"16796";"A009510";"PV29  ";"2020JJ00";"   72219";"      28";"   53001";"   20039";"      13";"      11";"    2453";"       5";"       0";"       0";"   16765";"      24";"     116";"      68";"       8";"      42"
"16797";"A009510";"PV29  ";"2021JJ00";"   69019";"      25";"   50428";"   18465";"      13";"      10";"    1710";"       4";"       0";"       0";"   16881";"      22";"      97";"      67";"       6";"      37"
"16798";"A009510";"PV29  ";"2022JJ00";"   67538";"      25";"   49072";"   25313";"      15";"      14";"    1300";"       3";"       0";"       0";"   17166";"      23";"     107";"      62";"       7";"      39"
"16799";"A009510";"PV29  ";"2023JJ00";"   66910";"      26";"   47111";"   24089";"      15";"      11";"    2794";"       4";"       0";"       0";"   17005";"      23";"     228";"      63";"       7";"      39"
"16800";"A009510";"PV30  ";"2000JJ00";" 2995951";"    3391";" 1800134";"  967888";"    1856";"    1415";"   31735";"     192";"    5400";"       5";" 1164028";"    2736";"   23738";"   15547";"    1474";"    3675"
"16801";"A009510";"PV30  ";"2001JJ00";" 2887725";"    3130";" 1849749";" 1058078";"    1808";"    1447";"   28240";"     162";"    7620";"       4";" 1009660";"    2457";"   20313";"   14297";"    1389";"    3368"
"16802";"A009510";"PV30  ";"2002JJ00";" 2920512";"    2947";" 1792586";" 1000480";"    1671";"    1355";"   41626";"     194";"    5320";"       4";" 1086247";"    2340";"   16870";"   12437";"    1194";"    3166"
